<dummyMainClass: void dummyMainMethod(java.lang.String[])> -> <dummyMainClass: com.example.notificationtest.MyNotification dummyMainMethod_com_example_notificationtest_MyNotification(android.content.Intent)>
<androidx.core.view.ViewCompat: void setTransitionName(android.view.View,java.lang.String)> -> <androidx.core.view.ViewCompat$Api21Impl: void setTransitionName(android.view.View,java.lang.String)>
<androidx.fragment.app.FragmentTransitionCompat21: void swapSharedElementTargets(java.lang.Object,java.util.ArrayList,java.util.ArrayList)> -> <androidx.fragment.app.FragmentTransitionCompat21: void replaceTargets(java.lang.Object,java.util.ArrayList,java.util.ArrayList)>
<androidx.fragment.app.FragmentTransitionCompat21: void replaceTargets(java.lang.Object,java.util.ArrayList,java.util.ArrayList)> -> <androidx.fragment.app.FragmentTransitionCompat21: boolean hasSimpleTarget(android.transition.Transition)>
<androidx.fragment.app.FragmentTransitionCompat21: boolean hasSimpleTarget(android.transition.Transition)> -> <androidx.fragment.app.FragmentTransitionImpl: boolean isNullOrEmpty(java.util.List)>
<androidx.fragment.app.FragmentTransitionCompat21: boolean hasSimpleTarget(android.transition.Transition)> -> <androidx.fragment.app.FragmentTransitionImpl: boolean isNullOrEmpty(java.util.List)>
<androidx.fragment.app.FragmentTransitionImpl: void setNameOverridesReordered(android.view.View,java.util.ArrayList,java.util.ArrayList,java.util.ArrayList,java.util.Map)> -> <androidx.fragment.app.FragmentTransitionImpl$1: void <init>(androidx.fragment.app.FragmentTransitionImpl,int,java.util.ArrayList,java.util.ArrayList,java.util.ArrayList,java.util.ArrayList)>
<androidx.fragment.app.FragmentTransitionImpl$1: void <init>(androidx.fragment.app.FragmentTransitionImpl,int,java.util.ArrayList,java.util.ArrayList,java.util.ArrayList,java.util.ArrayList)> -> <java.lang.Object: void <init>()>
<androidx.fragment.app.FragmentTransitionCompat21: void scheduleRemoveTargets(java.lang.Object,java.lang.Object,java.util.ArrayList,java.lang.Object,java.util.ArrayList,java.lang.Object,java.util.ArrayList)> -> <androidx.fragment.app.FragmentTransitionCompat21$3: void <init>(androidx.fragment.app.FragmentTransitionCompat21,java.lang.Object,java.util.ArrayList,java.lang.Object,java.util.ArrayList,java.lang.Object,java.util.ArrayList)>
<androidx.fragment.app.FragmentTransitionCompat21: void setListenerForTransitionEnd(androidx.fragment.app.Fragment,java.lang.Object,androidx.core.os.CancellationSignal,java.lang.Runnable)> -> <androidx.fragment.app.FragmentTransitionCompat21$4: void <init>(androidx.fragment.app.FragmentTransitionCompat21,java.lang.Runnable)>
<androidx.fragment.app.FragmentTransition: void configureTransitionsOrdered(android.view.ViewGroup,androidx.fragment.app.FragmentTransition$FragmentContainerTransition,android.view.View,androidx.collection.ArrayMap,androidx.fragment.app.FragmentTransition$Callback)> -> <androidx.fragment.app.FragmentTransitionCompat21: void addTarget(java.lang.Object,android.view.View)>
<androidx.fragment.app.FragmentTransition: void configureTransitionsOrdered(android.view.ViewGroup,androidx.fragment.app.FragmentTransition$FragmentContainerTransition,android.view.View,androidx.collection.ArrayMap,androidx.fragment.app.FragmentTransition$Callback)> -> <androidx.fragment.app.FragmentTransitionCompat21: void setListenerForTransitionEnd(androidx.fragment.app.Fragment,java.lang.Object,androidx.core.os.CancellationSignal,java.lang.Runnable)>
<androidx.fragment.app.FragmentTransition: void configureTransitionsOrdered(android.view.ViewGroup,androidx.fragment.app.FragmentTransition$FragmentContainerTransition,android.view.View,androidx.collection.ArrayMap,androidx.fragment.app.FragmentTransition$Callback)> -> <androidx.fragment.app.FragmentTransitionCompat21: void scheduleRemoveTargets(java.lang.Object,java.lang.Object,java.util.ArrayList,java.lang.Object,java.util.ArrayList,java.lang.Object,java.util.ArrayList)>
<androidx.fragment.app.FragmentTransition: void configureTransitionsOrdered(android.view.ViewGroup,androidx.fragment.app.FragmentTransition$FragmentContainerTransition,android.view.View,androidx.collection.ArrayMap,androidx.fragment.app.FragmentTransition$Callback)> -> <androidx.fragment.app.FragmentTransitionImpl: void setNameOverridesOrdered(android.view.View,java.util.ArrayList,java.util.Map)>
<androidx.fragment.app.FragmentTransition: void configureTransitionsOrdered(android.view.ViewGroup,androidx.fragment.app.FragmentTransition$FragmentContainerTransition,android.view.View,androidx.collection.ArrayMap,androidx.fragment.app.FragmentTransition$Callback)> -> <androidx.fragment.app.FragmentTransitionCompat21: void beginDelayedTransition(android.view.ViewGroup,java.lang.Object)>
<androidx.fragment.app.FragmentTransition: void configureTransitionsOrdered(android.view.ViewGroup,androidx.fragment.app.FragmentTransition$FragmentContainerTransition,android.view.View,androidx.collection.ArrayMap,androidx.fragment.app.FragmentTransition$Callback)> -> <androidx.fragment.app.FragmentTransitionImpl: void scheduleNameReset(android.view.ViewGroup,java.util.ArrayList,java.util.Map)>
<androidx.fragment.app.FragmentTransitionImpl: void setNameOverridesOrdered(android.view.View,java.util.ArrayList,java.util.Map)> -> <androidx.core.view.OneShotPreDrawListener: androidx.core.view.OneShotPreDrawListener add(android.view.View,java.lang.Runnable)>
<androidx.fragment.app.FragmentTransitionImpl: void scheduleNameReset(android.view.ViewGroup,java.util.ArrayList,java.util.Map)> -> <androidx.core.view.OneShotPreDrawListener: androidx.core.view.OneShotPreDrawListener add(android.view.View,java.lang.Runnable)>
<androidx.fragment.app.FragmentTransitionImpl: void scheduleNameReset(android.view.ViewGroup,java.util.ArrayList,java.util.Map)> -> <androidx.fragment.app.FragmentTransitionImpl$3: void <init>(androidx.fragment.app.FragmentTransitionImpl,java.util.ArrayList,java.util.Map)>
<androidx.fragment.app.FragmentTransitionImpl$3: void <init>(androidx.fragment.app.FragmentTransitionImpl,java.util.ArrayList,java.util.Map)> -> <java.lang.Object: void <init>()>
<androidx.fragment.app.FragmentTransitionImpl: void setNameOverridesOrdered(android.view.View,java.util.ArrayList,java.util.Map)> -> <androidx.fragment.app.FragmentTransitionImpl$2: void <init>(androidx.fragment.app.FragmentTransitionImpl,java.util.ArrayList,java.util.Map)>
<androidx.fragment.app.FragmentTransitionImpl$2: void <init>(androidx.fragment.app.FragmentTransitionImpl,java.util.ArrayList,java.util.Map)> -> <java.lang.Object: void <init>()>
<androidx.fragment.app.FragmentTransition: void retainValues(androidx.collection.ArrayMap,androidx.collection.ArrayMap)> -> <androidx.collection.SimpleArrayMap: boolean containsKey(java.lang.Object)>
<androidx.fragment.app.FragmentTransition: androidx.fragment.app.FragmentTransition$FragmentContainerTransition ensureContainer(androidx.fragment.app.FragmentTransition$FragmentContainerTransition,android.util.SparseArray,int)> -> <androidx.fragment.app.FragmentTransition$FragmentContainerTransition: void <init>()>
<androidx.fragment.app.FragmentTransition$FragmentContainerTransition: void <init>()> -> <java.lang.Object: void <init>()>
<androidx.fragment.app.FragmentTransition: androidx.collection.ArrayMap captureInSharedElements(androidx.fragment.app.FragmentTransitionImpl,androidx.collection.ArrayMap,java.lang.Object,androidx.fragment.app.FragmentTransition$FragmentContainerTransition)> -> <androidx.collection.ArrayMap: void <init>()>
<androidx.fragment.app.FragmentTransition: androidx.collection.ArrayMap captureInSharedElements(androidx.fragment.app.FragmentTransitionImpl,androidx.collection.ArrayMap,java.lang.Object,androidx.fragment.app.FragmentTransition$FragmentContainerTransition)> -> <androidx.collection.ArrayMap: boolean retainAll(java.util.Collection)>
<androidx.fragment.app.FragmentTransition: androidx.collection.ArrayMap captureInSharedElements(androidx.fragment.app.FragmentTransitionImpl,androidx.collection.ArrayMap,java.lang.Object,androidx.fragment.app.FragmentTransition$FragmentContainerTransition)> -> <androidx.collection.SimpleArrayMap: java.lang.Object get(java.lang.Object)>
<androidx.collection.ArrayMap: boolean retainAll(java.util.Collection)> -> <androidx.collection.MapCollections: boolean retainAllHelper(java.util.Map,java.util.Collection)>
<androidx.collection.MapCollections: boolean retainAllHelper(java.util.Map,java.util.Collection)> -> <androidx.collection.SimpleArrayMap: int size()>
<androidx.collection.MapCollections: boolean retainAllHelper(java.util.Map,java.util.Collection)> -> <androidx.collection.ArrayMap: java.util.Set keySet()>
<androidx.collection.ArrayMap: java.util.Set keySet()> -> <androidx.collection.ArrayMap: androidx.collection.MapCollections getCollection()>
<androidx.collection.ArrayMap: androidx.collection.MapCollections getCollection()> -> <androidx.collection.ArrayMap$1: void <init>(androidx.collection.ArrayMap)>
<androidx.collection.ArrayMap$1: void <init>(androidx.collection.ArrayMap)> -> <androidx.collection.MapCollections: void <init>()>
<androidx.collection.ArrayMap: java.util.Set keySet()> -> <androidx.collection.MapCollections: java.util.Set getKeySet()>
<androidx.collection.MapCollections: boolean retainAllHelper(java.util.Map,java.util.Collection)> -> <androidx.collection.MapCollections$KeySet: java.util.Iterator iterator()>
<androidx.collection.MapCollections: boolean retainAllHelper(java.util.Map,java.util.Collection)> -> <androidx.collection.MapCollections$ArrayIterator: boolean hasNext()>
<androidx.collection.MapCollections: boolean retainAllHelper(java.util.Map,java.util.Collection)> -> <androidx.collection.MapCollections$ArrayIterator: java.lang.Object next()>
<androidx.collection.MapCollections: boolean retainAllHelper(java.util.Map,java.util.Collection)> -> <androidx.collection.MapCollections$ArrayIterator: void remove()>
<androidx.collection.ArrayMap: void <init>()> -> <androidx.collection.SimpleArrayMap: void <init>()>
<androidx.fragment.app.FragmentTransition: void addSharedElementsWithMatchingNames(java.util.ArrayList,androidx.collection.ArrayMap,java.util.Collection)> -> <androidx.collection.SimpleArrayMap: int size()>
<androidx.fragment.app.FragmentTransition: void addSharedElementsWithMatchingNames(java.util.ArrayList,androidx.collection.ArrayMap,java.util.Collection)> -> <androidx.collection.SimpleArrayMap: java.lang.Object valueAt(int)>
<androidx.fragment.app.FragmentTransition: android.view.View getInEpicenterView(androidx.collection.ArrayMap,androidx.fragment.app.FragmentTransition$FragmentContainerTransition,java.lang.Object,boolean)> -> <androidx.collection.SimpleArrayMap: java.lang.Object get(java.lang.Object)>
<androidx.fragment.app.FragmentTransition: boolean canHandleAll(androidx.fragment.app.FragmentTransitionImpl,java.util.List)> -> <androidx.fragment.app.FragmentTransitionCompat21: boolean canHandle(java.lang.Object)>
<androidx.fragment.app.FragmentTransition: androidx.collection.ArrayMap captureOutSharedElements(androidx.fragment.app.FragmentTransitionImpl,androidx.collection.ArrayMap,java.lang.Object,androidx.fragment.app.FragmentTransition$FragmentContainerTransition)> -> <androidx.collection.ArrayMap: void <init>()>
<androidx.fragment.app.FragmentTransition: androidx.collection.ArrayMap captureOutSharedElements(androidx.fragment.app.FragmentTransitionImpl,androidx.collection.ArrayMap,java.lang.Object,androidx.fragment.app.FragmentTransition$FragmentContainerTransition)> -> <androidx.collection.ArrayMap: boolean retainAll(java.util.Collection)>
<androidx.fragment.app.FragmentTransition: androidx.collection.ArrayMap captureOutSharedElements(androidx.fragment.app.FragmentTransitionImpl,androidx.collection.ArrayMap,java.lang.Object,androidx.fragment.app.FragmentTransition$FragmentContainerTransition)> -> <androidx.collection.SimpleArrayMap: java.lang.Object get(java.lang.Object)>
<androidx.fragment.app.FragmentTransition: androidx.collection.ArrayMap captureOutSharedElements(androidx.fragment.app.FragmentTransitionImpl,androidx.collection.ArrayMap,java.lang.Object,androidx.fragment.app.FragmentTransition$FragmentContainerTransition)> -> <androidx.collection.ArrayMap: java.util.Set keySet()>
<androidx.fragment.app.FragmentTransition: void callSharedElementStartEnd(androidx.fragment.app.Fragment,androidx.fragment.app.Fragment,boolean,androidx.collection.ArrayMap,boolean)> -> <androidx.collection.SimpleArrayMap: int size()>
<androidx.fragment.app.FragmentTransition: void callSharedElementStartEnd(androidx.fragment.app.Fragment,androidx.fragment.app.Fragment,boolean,androidx.collection.ArrayMap,boolean)> -> <androidx.collection.SimpleArrayMap: java.lang.Object keyAt(int)>
<androidx.fragment.app.FragmentTransition: void callSharedElementStartEnd(androidx.fragment.app.Fragment,androidx.fragment.app.Fragment,boolean,androidx.collection.ArrayMap,boolean)> -> <androidx.collection.SimpleArrayMap: java.lang.Object valueAt(int)>
<androidx.fragment.app.FragmentTransition: void setOutEpicenter(androidx.fragment.app.FragmentTransitionImpl,java.lang.Object,java.lang.Object,androidx.collection.ArrayMap,boolean,androidx.fragment.app.BackStackRecord)> -> <androidx.collection.SimpleArrayMap: java.lang.Object get(java.lang.Object)>
<androidx.core.view.OneShotPreDrawListener: androidx.core.view.OneShotPreDrawListener add(android.view.View,java.lang.Runnable)> -> <java.lang.NullPointerException: void <init>(java.lang.String)>
<androidx.core.view.OneShotPreDrawListener: androidx.core.view.OneShotPreDrawListener add(android.view.View,java.lang.Runnable)> -> <androidx.core.view.OneShotPreDrawListener: void <init>(android.view.View,java.lang.Runnable)>
<androidx.core.view.OneShotPreDrawListener: void <init>(android.view.View,java.lang.Runnable)> -> <java.lang.Object: void <init>()>
<androidx.fragment.app.FragmentTransition: java.lang.Object configureSharedElementsReordered(androidx.fragment.app.FragmentTransitionImpl,android.view.ViewGroup,android.view.View,androidx.collection.ArrayMap,androidx.fragment.app.FragmentTransition$FragmentContainerTransition,java.util.ArrayList,java.util.ArrayList,java.lang.Object,java.lang.Object)> -> <androidx.fragment.app.FragmentTransition$5: void <init>(androidx.fragment.app.Fragment,androidx.fragment.app.Fragment,boolean,androidx.collection.ArrayMap,android.view.View,androidx.fragment.app.FragmentTransitionImpl,android.graphics.Rect)>
